iter	MultiClass
127	0.5193574087
128	0.5177446116
129	0.5155429781
130	0.5134185437
131	0.5118692894
132	0.5098707386
133	0.5084211909
134	0.5065681279
135	0.5051119415
136	0.503088833
137	0.5017861409
138	0.5001090408
139	0.4988802564
140	0.4974529014
141	0.4964730385
142	0.4949049479
143	0.4930619001
144	0.4914083284
145	0.4896374867
146	0.4877349419
147	0.4862760335
148	0.4849910463
149	0.4834765216
150	0.4818457216
151	0.4804796249
152	0.4789807738
153	0.478701819
154	0.4771054576
155	0.4754536029
156	0.4740303099
157	0.4724434831
158	0.4711850021
159	0.4697915237
160	0.4686202116
161	0.4671262783
162	0.4657201661
163	0.4641700922
164	0.4628585362
165	0.4613081227
166	0.4599463526
167	0.4585707423
168	0.4572759487
169	0.4559188161
170	0.4546907869
171	0.453558348
172	0.452265937
173	0.4508420001
174	0.4494427869
175	0.4483518498
176	0.4470283588
177	0.4460183062
178	0.4448299973
179	0.4435101835
180	0.4422050736
181	0.4418965738
182	0.4407463304
183	0.4397736978
184	0.4384695134
185	0.4372402729
186	0.4360018967
187	0.4348308069
188	0.4337061839
189	0.4323711663
190	0.4311894211
191	0.4302250162
192	0.4290498854
193	0.4275401395
194	0.4265798035
195	0.4256079353
196	0.4246459438
197	0.4235434958
198	0.4226380726
199	0.4214992896
200	0.4204181216
201	0.4190638466
202	0.4179883002
203	0.4170367217
204	0.4166859162
205	0.4158077446
206	0.4146505263
207	0.4137757077
208	0.4127353128
209	0.4117005467
210	0.4106367309
211	0.4096372865
212	0.4090181397
213	0.4079679653
214	0.4068564237
215	0.4057746611
216	0.4054103321
217	0.4046962532
218	0.4040619506
219	0.4031091924
220	0.402133006
221	0.4013857478
222	0.4005291898
223	0.3995635891
224	0.3985572226
225	0.3976370627
226	0.3968782449
227	0.3959648523
228	0.3952328295
229	0.3942625891
230	0.3934738408
231	0.3925221645
232	0.3915749025
233	0.39091688
234	0.3899986647
235	0.3893327684
236	0.3887200172
237	0.3880853528
238	0.3872074661
239	0.3863627318
240	0.3855970993
241	0.3849091673
242	0.3839867372
243	0.3833741307
244	0.3825963793
245	0.3817850908
246	0.3812557471
247	0.380568046
248	0.3798181362
249	0.3789215486
250	0.3782413775
251	0.3772617545
252	0.3764204732
253	0.3756172572
254	0.375010438
255	0.3739428981
256	0.3731883656
257	0.3724191542
258	0.3717806259
259	0.3707568936
260	0.3700258528
261	0.3693941113
262	0.3686234447
263	0.3680072625
264	0.3670523331
265	0.3661480556
266	0.3653162369
267	0.3647971096
268	0.3641606255
269	0.3635247626
270	0.3627038321
271	0.3620540192
272	0.3614121173
273	0.3607368985
274	0.3602598718
275	0.3596453271
276	0.3591857211
277	0.3585977917
278	0.357976669
279	0.3572819535
280	0.3568572627
281	0.3559154042
282	0.3552003877
283	0.3544091062
284	0.3534784125
285	0.3527390919
286	0.3520616907
287	0.35160981
288	0.3509828172
289	0.3504868401
290	0.3499606568
291	0.3493156099
292	0.3486632324
293	0.3479666497
294	0.347439427
295	0.3468238855
296	0.3460972466
297	0.345396095
298	0.3449897398
299	0.3443168199
300	0.3438240538
301	0.3433397399
302	0.3427446139
303	0.3421245685
304	0.3415302547
305	0.3410549868
306	0.3404708424
307	0.3398768741
308	0.339112399
309	0.3386202479
310	0.3380425015
311	0.3372140235
312	0.3366838533
313	0.3361975982
314	0.3356820262
315	0.3351111824
316	0.3345441624
317	0.3340942133
318	0.3336447261
319	0.3330295837
320	0.3322885912
321	0.3317681594
322	0.3313004923
323	0.3308752047
324	0.3305258772
325	0.3299706308
326	0.3294133253
327	0.328889725
328	0.3283157533
329	0.3277627041
330	0.3273873666
331	0.3270265649
332	0.3269836665
333	0.3264603823
334	0.3260205331
335	0.3255350484
336	0.324979606
337	0.3243827836
338	0.3236223169
339	0.3232424295
340	0.3227593255
341	0.3222536398
342	0.3218187904
343	0.3213698596
344	0.3206958706
345	0.320273685
346	0.3199211594
347	0.3194053551
348	0.3187747734
349	0.3183926537
350	0.3177896443
351	0.3172372814
352	0.3165446701
353	0.3159863369
354	0.3154552425
355	0.3148100978
356	0.3143573099
357	0.3138423399
358	0.3134222244
359	0.3130125749
360	0.312513438
361	0.312012855
362	0.3115667119
363	0.3110629807
364	0.3105845341
365	0.31016036
366	0.3097422005
367	0.309301562
368	0.3089202544
369	0.3085865178
370	0.3080149389
371	0.3074563173
372	0.3070521946
373	0.3065174357
374	0.3060364286
375	0.3056878045
376	0.3053721226
377	0.3048411817
378	0.3043365157
379	0.3038472091
380	0.3033578969
381	0.3028461957
382	0.302316989
383	0.3018416688
384	0.3014169372
385	0.3010092511
386	0.3006579988
387	0.3002089196
388	0.299678996
389	0.2992022433
390	0.2987915283
391	0.2984416452
392	0.2981280841
393	0.2977066145
394	0.2972286981
395	0.2968155295
396	0.2963392619
397	0.2959244219
398	0.2954857187
399	0.2950275523
400	0.294435744
401	0.2940273359
402	0.2937192974
403	0.2932979058
404	0.2928924971
405	0.2924849389
406	0.2921380786
407	0.291798803
408	0.2914093649
409	0.2910221802
410	0.2906172105
411	0.2902331752
412	0.2898555429
413	0.2894760315
414	0.2890670796
415	0.2887163592
416	0.2882502071
417	0.288004259
418	0.2876617612
419	0.287382157
420	0.287081279
421	0.2867230698
422	0.2864018607
423	0.2860681423
424	0.2857909263
425	0.2854213752
426	0.2849760125
427	0.2845624326
428	0.284284934
429	0.283961547
430	0.2835185228
431	0.283209022
432	0.2828525934
433	0.2825957602
434	0.2821504221
435	0.2818989536
436	0.2815296154
437	0.2811890491
438	0.2808350237
439	0.2804677189
440	0.28000522
441	0.279562445
442	0.2793299407
443	0.2789107183
444	0.2785978466
445	0.2783551801
446	0.2779800494
447	0.2777097928
448	0.2774886088
449	0.2771044417
450	0.2767877485
451	0.2762892014
452	0.2759793797
453	0.2755663694
454	0.2753443833
455	0.2750291746
456	0.2746726905
457	0.2741806108
458	0.2739384081
459	0.2736026797
460	0.2732216087
461	0.2729980526
462	0.2726483374
463	0.2722745031
464	0.271887451
465	0.2715218228
466	0.2713132431
467	0.2710098439
468	0.2707676309
469	0.2704994336
470	0.2701240004
471	0.2697997519
472	0.2695429574
473	0.2692326653
474	0.2690060877
475	0.2686833301
476	0.2683407501
477	0.2680209824
478	0.2677920699
479	0.2675118127
480	0.2672656321
481	0.2668887644
482	0.2666416734
483	0.2663595046
484	0.2661158577
485	0.2658731708
486	0.2656109087
487	0.2652949415
488	0.2649823407
489	0.2647785861
490	0.2645684964
491	0.2642332593
492	0.2640337583
493	0.2637493651
494	0.2634068131
495	0.2631885916
496	0.2629216484
497	0.2626529235
498	0.2622696741
499	0.2619952244
500	0.2616811595
501	0.2612347157
502	0.2608995744
503	0.2607625924
504	0.2604925368
505	0.2601761339
506	0.2598618606
507	0.259612339
508	0.2593359464
509	0.2590576676
510	0.25881167
511	0.2585115174
512	0.2583182441
513	0.2580222269
514	0.2577997663
515	0.2575535363
516	0.2572582031
517	0.2569258849
518	0.2566883344
519	0.2564491786
520	0.2561604359
521	0.2558484183
522	0.2556550158
523	0.2553604189
524	0.2551631276
525	0.2548872692
526	0.2546715522
527	0.2544079209
528	0.2542076284
529	0.2540408975
530	0.2538420901
531	0.2535363619
532	0.2533463708
533	0.2531235835
534	0.2529095599
535	0.2526298583
536	0.2524007679
537	0.252205274
538	0.2519996421
539	0.2518264032
540	0.2515224919
541	0.251239518
542	0.2510174216
543	0.250798728
544	0.2505794328
545	0.2502939168
546	0.2500983142
547	0.2497954217
548	0.2496212106
549	0.2493248045
550	0.2490815178
551	0.2487935439
552	0.2485587053
553	0.2482478547
554	0.2480206843
555	0.2477418204
556	0.2475594746
557	0.2473431351
558	0.2471382669
559	0.2468517492
560	0.2466251506
561	0.2464160409
562	0.2462170423
563	0.2459560157
564	0.2457706465
565	0.2455072583
566	0.2452525467
567	0.2450494258
568	0.244835951
569	0.2445794425
570	0.2443500713
571	0.2441373182
572	0.2439276727
573	0.2436719287
574	0.2434947598
575	0.243334037
576	0.2430921695
577	0.2429095025
578	0.2426474515
579	0.2424608423
580	0.2422352035
581	0.2421163518
582	0.2418916469
583	0.2415893273
584	0.2413309287
585	0.2411753038
586	0.2409675776
587	0.2407475437
588	0.240483732
589	0.2402078711
590	0.2399194329
591	0.2396469037
592	0.2394945728
593	0.2393269221
594	0.2390943976
595	0.2389078885
596	0.2386710527
597	0.2384754439
598	0.2382798388
599	0.238055282
600	0.2378533086
601	0.2376368704
602	0.2374386808
603	0.2372040653
604	0.2370396929
605	0.2368482527
606	0.2366259854
607	0.2364469772
608	0.2362675167
609	0.2361252829
610	0.2359646117
611	0.2357881497
612	0.235604326
613	0.2354379423
614	0.2351894068
615	0.2350400947
616	0.2348486633
617	0.2346275766
618	0.2344527404
619	0.2343019131
620	0.2340249397
621	0.233816025
622	0.2335879099
623	0.2334060053
624	0.233234163
625	0.2330676094
626	0.2328967053
627	0.2327321861
628	0.2326279896
629	0.2324109929
630	0.2321827036
631	0.2320626769
632	0.2317950503
633	0.231650934
634	0.2315282813
635	0.2313827894
636	0.2311594905
637	0.2310243705
638	0.2308225398
639	0.2306411709
640	0.2304531345
641	0.2302333765
642	0.2300597227
643	0.2299189605
644	0.2296716933
645	0.2294871777
646	0.2293432529
647	0.229224401
648	0.2289882793
649	0.2288007194
650	0.2286388256
651	0.2284766048
652	0.2283356538
653	0.2281155714
654	0.2279553465
655	0.2278366485
656	0.2276510784
657	0.2275116021
658	0.2273569291
659	0.2271917122
660	0.2270124189
661	0.2268424876
662	0.2267210676
663	0.2265317807
664	0.2263823704
665	0.2262052937
666	0.2260455545
667	0.2258879469
668	0.2257147594
669	0.2255314702
670	0.2253666956
671	0.2251622606
672	0.224956424
673	0.2248072781
674	0.2246651967
675	0.2245406714
676	0.2243360049
677	0.2242569636
678	0.2241040119
679	0.2239771588
680	0.2238009851
681	0.2236875056
682	0.2235324376
683	0.2233998233
684	0.223199487
685	0.223067807
686	0.222944143
687	0.2227691523
688	0.2226063138
689	0.2224369897
690	0.2222805966
691	0.2221854447
692	0.2220471426
693	0.2219013137
694	0.2217583331
695	0.2216256925
696	0.2214665937
697	0.2213109556
698	0.2211890196
699	0.2210200648
700	0.2208918856
701	0.2207365049
702	0.220629609
703	0.2204765023
704	0.2203804463
705	0.2202567492
706	0.2200912099
707	0.219973591
708	0.2198055761
709	0.2196449345
710	0.2195149141
711	0.2193875324
712	0.2192170591
713	0.2190958387
714	0.2189527425
715	0.218774351
716	0.2186151378
717	0.2184759996
718	0.2183178368
719	0.2181629082
720	0.2180140994
721	0.2178458311
722	0.217691533
723	0.2175060805
724	0.2173391572
725	0.2171957747
726	0.2170706442
727	0.216928976
728	0.216797427
729	0.2166238569
730	0.2164425658
731	0.2163222573
732	0.2161719134
733	0.2160276896
734	0.2159004807
735	0.2158050139
736	0.215658411
737	0.2155378153
738	0.2153702781
739	0.2152307895
740	0.2151220978
741	0.214996742
742	0.2148505941
743	0.214730944
744	0.2146177308
745	0.2144972144
746	0.2143258051
747	0.2142099078
748	0.2140903073
749	0.2139771854
750	0.2138448416
751	0.213739274
752	0.2136061676
753	0.213449535
754	0.2133355159
755	0.2132044327
756	0.2130594559
757	0.2129397651
758	0.2127690104
759	0.2126541854
760	0.2125155217
761	0.2123989729
762	0.2122425077
763	0.2120914299
764	0.211981546
765	0.211849713
766	0.2117528292
767	0.211643526
768	0.21153053
769	0.2114066081
770	0.2113192951
771	0.211188567
772	0.2110591766
773	0.2109413697
774	0.2108602763
775	0.2107333279
776	0.2105840074
777	0.2104783748
778	0.2103430099
779	0.2102498589
780	0.21012957
781	0.2100144055
782	0.2098913674
783	0.2098301972
784	0.2097484462
785	0.2095965188
786	0.2094818965
787	0.2093817199
788	0.2092732892
789	0.209132411
790	0.2090325724
791	0.208894408
792	0.2087676354
793	0.2086519804
794	0.208535094
795	0.2084142078
796	0.2082567193
797	0.2081547214
798	0.2080449244
799	0.2079060418
800	0.2077894985
801	0.2076693512
802	0.2075476415
803	0.2074077179
804	0.2073079028
805	0.2072142984
806	0.2071276323
807	0.2070196162
808	0.2069184873
809	0.206801622
810	0.206705837
811	0.2065983769
812	0.2064880933
813	0.2063839715
814	0.2062609067
815	0.2061919854
816	0.206053582
817	0.2059314281
818	0.2058259372
819	0.2057284035
820	0.2055942507
821	0.2055089684
822	0.2053719398
823	0.2052584539
824	0.2051696373
825	0.2050284323
826	0.2049534651
827	0.2048072568
828	0.2046627503
829	0.2046058409
830	0.2045415843
831	0.2044042929
832	0.2043037238
833	0.204186217
834	0.2040872452
835	0.203980216
836	0.2038934209
837	0.2038154661
838	0.2037303955
839	0.2036572347
840	0.2035503227
841	0.2034394269
842	0.2033223779
843	0.2032046842
844	0.2031564096
845	0.2030561489
846	0.202955152
847	0.2028231798
848	0.2026751611
849	0.2025582099
850	0.2024906485
851	0.2023911771
852	0.2022950259
853	0.2022296719
854	0.2021303748
855	0.2020382857
856	0.2019263373
857	0.2018270408
858	0.2017828249
859	0.2017041928
860	0.2016223917
861	0.2015208085
862	0.2014276466
863	0.2013224453
864	0.2012446474
865	0.2011308423
866	0.2010364554
867	0.2009371614
868	0.2008153741
869	0.2007300635
870	0.2006505987
871	0.2005615518
872	0.2004807418
873	0.2003676066
874	0.2002748619
875	0.2001780523
876	0.2000503752
877	0.1999487718
878	0.1997958447
879	0.1997315842
880	0.1996641051
881	0.1995998541
882	0.199510134
883	0.1994401147
884	0.1993439748
885	0.199271512
886	0.1991948843
887	0.1991210452
888	0.1990403593
889	0.1989551038
890	0.1988703488
891	0.198758111
892	0.1986332547
893	0.1985514338
894	0.1984390779
895	0.1983438596
896	0.1982661
897	0.198195771
898	0.1981125819
899	0.198005466
900	0.1979183574
901	0.1978199602
902	0.1977159869
903	0.1976397177
904	0.1975181072
905	0.1974302494
906	0.1973361183
907	0.1972291845
908	0.1971454782
909	0.1970572684
910	0.1969981279
911	0.1969125972
912	0.1967938311
913	0.1967220505
914	0.1966431234
915	0.196569493
916	0.196508283
917	0.1964438629
918	0.1963338291
919	0.1962773846
920	0.1961820247
921	0.1960717765
922	0.1960060441
923	0.195919367
924	0.1958635807
925	0.1958038062
926	0.1957264634
927	0.1956787916
928	0.195591601
929	0.1954511187
930	0.1953828154
931	0.1953051391
932	0.1952080747
933	0.1951119298
934	0.1950158158
935	0.1949328647
936	0.1948756534
937	0.1947997548
938	0.1947088715
939	0.1946148738
940	0.1945408904
941	0.1944472201
942	0.19436547
943	0.1942801071
944	0.1941906464
945	0.1941454215
946	0.1940573807
947	0.1939562938
948	0.1938788642
949	0.1938177422
950	0.1937499985
951	0.1936601546
952	0.1935820385
953	0.1934945829
954	0.1934321832
955	0.1933782882
956	0.1933268481
957	0.1932495339
958	0.1931886645
959	0.1931459594
960	0.1930820846
961	0.1930311559
962	0.1929219471
963	0.1928700771
964	0.1928063181
965	0.1927069009
966	0.192649412
967	0.1925739587
968	0.1924587223
969	0.1923709947
970	0.1923075727
971	0.1922158734
972	0.192157369
973	0.1920827522
974	0.1920265551
975	0.1919406996
976	0.1918568746
977	0.1917964285
978	0.1917245753
979	0.1916645773
980	0.1915938693
981	0.1915341382
982	0.1914627402
983	0.1913661159
984	0.191286003
985	0.191212551
986	0.1911397768
987	0.1910855335
988	0.1910052357
989	0.1909385442
990	0.1908685973
991	0.1908075919
992	0.1907294271
993	0.1906534506
994	0.1905714959
995	0.1904898895
996	0.1904076384
997	0.1903446622
998	0.1902665597
999	0.1901983676
1000	0.1901464904
1001	0.1901022244
1002	0.1900347511
1003	0.1899687801
1004	0.1898909351
1005	0.18982773
1006	0.1897893612
1007	0.1897337641
1008	0.1896738629
1009	0.1896176688
1010	0.1895199551
1011	0.1894595169
1012	0.1894010229
1013	0.1893400455
1014	0.1892390241
1015	0.1891924993
1016	0.1891486096
1017	0.1890696172
1018	0.1890159014
1019	0.1889219928
1020	0.188860845
1021	0.1888039688
1022	0.1887063447
1023	0.188666177
1024	0.1885704238
1025	0.1885181621
1026	0.1884702754
1027	0.1884133252
1028	0.1883660308
1029	0.1883074652
1030	0.1882597637
1031	0.1882201633
1032	0.1881868911
1033	0.1881304157
1034	0.1880521939
1035	0.1879862549
1036	0.1879455987
1037	0.1878766335
1038	0.1878030737
1039	0.1877657758
1040	0.1877173497
1041	0.1876742255
1042	0.1875931608
1043	0.1875271343
1044	0.1874660718
1045	0.1874254087
1046	0.1873527537
1047	0.187300174
1048	0.187200082
1049	0.187132128
1050	0.1870576534
1051	0.1870047145
1052	0.1869652397
1053	0.1869168079
1054	0.186866807
1055	0.1868102535
1056	0.1867696852
1057	0.1867117309
1058	0.1866840149
1059	0.1866319237
1060	0.1865695941
1061	0.1865176541
1062	0.1864522578
1063	0.1863579079
1064	0.186276638
1065	0.1862221807
1066	0.1861754923
1067	0.1861140466
1068	0.1860512474
1069	0.1860039584
1070	0.1859347301
1071	0.1858657444
1072	0.185788917
1073	0.1857182155
1074	0.1856361752
1075	0.1855927826
1076	0.1855011362
1077	0.185433545
1078	0.185366316
1079	0.1853152399
1080	0.1852620171
1081	0.1851978995
1082	0.1851213069
1083	0.1850398876
1084	0.1849757463
1085	0.1849090578
1086	0.1848551298
1087	0.1848098881
1088	0.1847683226
1089	0.1847168951
1090	0.1846837787
1091	0.1846297374
1092	0.1845622781
1093	0.1845201564
1094	0.1844591576
1095	0.1843876024
1096	0.1843365186
1097	0.1842681118
1098	0.1842326228
1099	0.1841588369
1100	0.1840788952
1101	0.1840152251
1102	0.1839686821
1103	0.1839071968
1104	0.1838702066
1105	0.1838076094
1106	0.1837609164
1107	0.1837024265
